PointID;HorizontID;Upper limit;Lower limit;Horizon symbol;Soil texture class;Soil colour;Stones;Carbonate class;Organic matter content class;Rooting intensity
573;7;120;201;"III; Sd";Ls4;2.5Y 6/4;4;C0;h0;
574;1;0;33;"I; Ap";mSfs;10YR 4/3;5;C0;h3;Wf4
574;2;33;52;"I; Bv";mSfs;7.5YR 4/4;8;C0;h1;Wf2
574;3;52;70;"I; Bv-Ael";fSms;10YR 5/4;5;C0;h0;Wf2
574;4;70;85;"I; Bbt+Ael";fSms;10YR 6/3;5;C0;h0;Wf1
574;5;85;100;"I; Bbt+Cv-Bv";mSgs;7.5YR 5/6;4;C0;h0;
574;6;100;201;"I; Sw-Cv";mSgs;10YR 6/4;3;C0;h0;
576;1;0;32;"I; Ap";mSfs;7.5YR 2.5/1;2;C0;h3;Wf3
576;2;32;50;"I; Ae+Bsh";mSfs;7.5YR 3/2;2;C0;h1;Wf1
576;3;50;70;"I; Bhs";mSgs;7.5YR 3/2;2;C0;h1;Wf1
576;4;70;85;"I; Go-Bhs";gS;10YR 5/1;2;C0;h1;
576;5;85;160;"II; Gor";gS;2.5Y 5/1;2;C0;h0;
576;6;160;201;"II; Gr";mSfs;5Y 4/1;1;C0;h0;
577;1;0;31;"I; Ap";Su2;10YR 3/4;8;C0;h3;Wf4
577;2;31;60;"I; Bv";Su2;10YR 4/6;8;C0;h0;Wf1
577;3;60;90;"II; ilCv";fSms;2.5YR 6/4;2;C0;h0;
577;4;90;175;"II; Go";mSfs;10YR 5/8;2;C0;h0;
577;5;175;200;"II; Gr";fSms;2.5YR 6/4;0;C0;h0;
578;1;0;33;"I; Ap";Sl3;10YR 3/2;3;C0;h3;Wf4
578;2;33;70;"I; Sdw";Sl3;2.5Y 5/3;3;C0;h0;Wf2
578;3;70;160;"II; Go-Swd";Ls4;5Y 5/2;2;C0;h0;Wf1
578;4;160;182;"II; Go";Ls4;2.5Y 5/2;2;C0;h0;
578;5;182;201;"III; Gr";Su2;5Y 5/1;2;C0;h0;
579;1;0;33;"I; Ap";Sl2;10YR 4/3;5;C0;h3;Wf3
579;2;33;47;"I; Ael-Bv";Sl2;10YR 4/4;5;C0;h0;Wf2
579;3;47;67;"I; Bv-Ael";Sl2;10YR 6/3;5;C0;h0;Wf1
579;4;67;125;"II; Bt-ilCv";Ls4;10YR 5/6;5;C0;h0;
579;5;125;145;"III; ilCv1";Sl2;10YR 6/6;0;C0;h0;
579;6;145;200;"III; ilCv2";mSfs;2.5Y 7/2;0;C0;h0;
580;1;0;30;"I; Ap";mSgs;7.5YR 3/2;5;C0;h3;Wf4
580;2;30;50;"I; Bv-Go";mSgs;10YR 5/6;5;C0;h0;Wf2
580;3;50;135;"I; Go";mSgs;2.5YR 6/3;5;C0;h0;
580;4;135;201;"I; Gr";gS;5Y 6/1;8;C0;h0;
581;1;0;30;"I; Ap";gS;10YR 3/2;4;C0;h3;Wf3
581;2;30;50;"I; Bv";gS;7.5YR 4/4;15;C0;h0;Wf1
581;3;50;70;"I; Cv-Bv";gS;7.5YR 5/4;2;C0;h0;
581;4;70;185;"II; ilCv";gS;10YR 5/3;2;C0;h0;
581;5;185;201;"II; ilC";mSgs;10YR 5/3;1;C0;h0;
582;1;0;30;"I; Ap";Su2;10YR 2/2;3;C0;h3;Wf4
582;2;30;66;"I; Gor";Su2;10YR 4/2;2;C0;h2;Wf2
582;3;66;201;"I; Gr";gS;10YR 5/3;2;C0;h0;
583;1;0;38;"I; Ap";Sl2;10YR 3/2;5;C0;h3;Wf4
583;2;38;70;"I; M";Sl2;10YR 3/4;5;C0;h3;Wf2
583;3;70;90;"II; Bv";mSgs;10YR 5/6;3;C0;h0;Wf1
583;4;90;120;"II; ilCv";mS;10YR 7/6;4;C0;h0;
583;5;120;180;"II; rGo-Sw";fS;10YR 7/1;2;C0;h0;
583;6;180;201;"III; rGr-Sd";Lt2;5Y 6/2;3;C0;h0;
584;1;0;29;"I; Ap";Sl2;10YR 3/3;4;C0;h3;Wf4
584;2;29;40;"I; Al-Bv";Sl2;10YR 4/4;3;C0;h0;Wf3
584;3;40;67;"I; Sw-Ael";Su3;10YR 5/4;2;C0;h0;Wf2
584;4;67;180;"II; Sdw-Bt";Ls3;10YR 4/4;3;C0;h0;Wf1
585;1;0;33;"I; Ap";Sl3;10YR 3/2;3;C0;h3;Wf4
585;2;33;46;"I; Sw";Sl2;2.5Y 6/3;3;C0;h0;Wf2
585;3;46;70;"II; Swd";Ls4;2.5Y 5/3;3;C0;h0;Wf1
585;4;70;120;"II; Sd";Ls4;5Y 6/2;3;C0;h0;Wf1
585;5;120;201;"II; eSd";Ls4;2.5Y 5/3;3;C3.3;h0;
587;1;0;32;"I; Ap";Su2;10YR 4/3;4;C0;h3;Wf2
587;2;32;46;"I; Bv";Su2;10YR 5/4;1;C0;h0;Wf1
587;3;46;54;"I; Sw";Su2;10YR 7/2;1;C0;h0;Wf0
587;4;54;70;"II; Sw+Sd";Ls2;10YR 5/6;1;C0;h0;Wf0
587;5;70;148;"II; Sd";Ls4;2.5Y 7/2;---;C0;h0;
587;6;148;201;"II; elCv";Ls4;10YR 5/3;---;C3;h0;
590;1;0;10;"I; Ah";Sl2;10YR 3/2;2;C0;h3;Wf6
590;2;10;34;"I; Ah-Bv";Sl2;10YR 3/3;3;C0;h3;Wf5
590;3;34;67;"I; Sw-Bv";Sl2;10YR 4/3;2;C0;h0;Wf3
590;4;67;110;"II; Sw";Sl4;2.5Y 5/3;2;C0;h0;Wf1
590;5;110;130;"II; Sd";Ls3;2.5Y 5/3;2;C0;h0;Wf0
590;6;130;201;"II; eSd";Ls3;2.5Y 5/4;2;C3.3;h0;Wf0
596;1;0;33;"I; Ap";Ls3;10YR 3/2;30;C0;h3;Wf4
596;2;33;75;"I; Bt";Lts;10YR 4/6;35;C0;h0;Wf3
596;3;75;125;"I; ilCv";Sl4;10YR 4/4;12;C0;h0;Wf2
596;4;125;190;"II; lC";mS;10YR 7/4;0;C0;h0;
597;1;0;35;"I; Ap";Sl4;10YR 3/4;1;C0;h3;Wf3
597;2;35;85;"I; Sd-Bt";Ls3;10YR 4/6;1;C0;h0;Wf2
597;3;85;201;"I; eSd";Sl4;10YR 6/4;2;C3;h0;Wf1
600;1;0;29;"I; Ap";Ls2;10YR 4/4;3;C1;h3;Wf4
600;2;29;40;"I; Swd-ilCv";Ls2;10YR 5/6;3;C0;h1;Wf3
600;3;40;54;"II; Swd-ilCv";Sl3;10YR 5/8;3;C1;h1;Wf2
600;4;54;60;"III; eSwd-lCc";Sl4;2.5Y 6/4;3;C3.4;h1;Wf2
600;5;60;80;"IV; eSwd-lCv";Sl2;2.5Y 7/3;3;C3.3;h1;Wf2
600;6;80;201;"V; eSwd-lCc";Slu;2.5Y 5/6;3;C3.4;h0;Wf0
601;1;0;28;"I; Axp";Sl4;10YR 3/3;4;C0;h3;Wf4
601;2;28;50;"I; Axh";Ls2;10YR 3/3;4;C0;h2;Wf3
601;3;50;74;"II; elCv1";Ls2;10YR 5/4;4;C3.3;h1;Wf3
601;4;74;110;"II; elCv2";Ls2;10YR 5/4;4;C3.3;h0;Wf2
601;5;110;201;"III; elC";Ut3;10YR 6/4;1;C3.3;h0;
602;1;0;33;"I; Ap";Sl3;10YR 3/2;3;C0;h3;Wf4
602;2;33;54;"I; Al";Sl2;10YR 4/3;3;C0;h0;Wf3
602;3;54;74;"I; Al-Sw";Sl2;10YR 6/3;3;C0;h0;Wf1
602;4;74;125;"II; Bt-Sd";Ls3;10YR 4/4;2;C0;h0;Wf1
602;5;125;150;"II; Sd";Ls4;10YR 5/4;2;C0;h0;
602;6;150;201;"II; eSd";Ls4;10YR 5/4;2;C3.3;h0;
603;1;0;12;"I; nHm";Ha;10YR 2/1;0;C0;h7;Wf6
603;2;12;33;"I; nHa";Ha;10YR 2/1;0;C0;h7;Wf4
603;3;33;50;"I; nHw";Hnr;10YR 2/2;0;C0;h7;Wf3
603;4;50;98;"I; nHr";Hnr;10YR 2/2;0;C0;h7;
603;5;98;201;"II; eGr";Ut4;GLEY1 5/10GY;0;C3.4;h0;
604;1;0;30;"I; eAp";Ls4;10YR 3/3;3;C3.3;h3;Wf4
604;2;30;201;"II; elC";Ls3;10YR 5/3;3;C3.4;h0;Wf2
605;1;0;30;"I; tpAp";Ls2;10YR 3/1;1;C0;h4;Wf4
605;2;30;54;"I; tprGo°fAh";Lu;10YR 4/1;1;C0;h3;Wf3
605;3;54;68;"I; tpGo";Ls2;2.5Y 4/2;0;C0;h1;Wf2
605;4;68;105;"I; tpGo";Tu3;5Y 5/2;0;C2;h1;Wf1
605;5;105;200;"I; tpeGr";Tu4;5Y 5/1;0;C4;h0;
606;1;0;10;"I; tbAh";Tu3;10YR 3/1;0;C0;h5;W6
606;2;10;30;"I; tbrAp-Sw";Tu2;5Y 5/1;0;C0;h3;W3
606;3;30;40;"I; tbSw";Tu2;5Y 5/1;0;C1;h3;W2
606;4;40;72;"I; tbSq";Tu3;GLEY1 5/10Y;0;C1;h2;W0
606;5;72;120;"I; tbeGor";Lu;GLEY1 5/10Y;0;C3;h1;W0
606;6;120;200;"I; tbeGr";Lu;GLEY1 4/N;0;C4;h0;W0
607;1;0;13;"I; tbAh";Tu3;7.5YR 3/1;0;C0;h3;Wf6
607;2;13;32;"I; tbSw";Tu3;10YR 3/1;0;C0;h3;Wf4
607;3;32;49;"I; tbSq";Tu3;10YR 3/1;0;C0;h4;Wf2
607;4;49;67;"II; nHv";Hn;5YR 2.5/1;0;C0;h7;
607;5;67;130;"II; nHw";Hn;5YR 2.5/1;0;C0;h7;
607;6;130;200;"III; Gr";fS;5Y 4/3;0;C0;h1;
608;1;0;28;"I; Aep";fS;10YR 3/1;0;C0;h3;
608;2;28;40;"I; Bv-Bh";fS;10YR 3/2;1;C0;h3;
608;3;40;50;"I; Bhv";fS;7.5YR 3/3;0;C0;h2;
608;4;50;100;"I; lCv1";fS;10YR 5/4;0;C0;h1;
608;5;100;201;"I; lCv2";fS;10YR 7/3;0;C0;h0;
609;1;0;28;"I; rAp";fS;10YR 2/1;1;C0;h3;
609;2;28;40;"I; rAp+Bsh";fS;7.5YR 3/2;0;C0;h2;
609;3;40;53;"I; Bsv-Cv";fS;7.5YR 4/4;0;C0;h1;
609;4;53;85;"I; ilCv";fS;10YR 6/3;1;C0;h0;
609;5;85;175;"II; rGr-Go";Ls3;2.5Y 6/2;1;C0;h0;
609;6;175;200;"II; eGr";Ls4;5GY 5/2;1;C3;h0;
611;1;0;10;"I; jAh";Sl2;7.5YR 2.5/1;1;C0;h4;
611;2;10;30;"I; jM1";Sl2;7.5YR 3/1;1;C0;h4;
611;3;30;50;"I; jM2";Sl2;10YR 4/1;1;C0;h4;
611;4;50;70;"I; jM+jilCv1";Su2;10YR 2/1;1;C0;h4;
611;5;70;115;"I; jM+jilCv2";Su2;10YR 3/1;2;C0;h4;
611;6;115;201;"II; ilCv";fSms;10YR 5/6;1;C0;h0;
612;1;0;11;"I; rhHm";Hh;10YR 2/1;0;C0;h5;Wf5, Wg1
612;2;11;30;"I; hHv";Hh;10YR 2/1;0;C0;h6;Wf4, Wg1
612;3;30;46;"I; Gor-hHw";Hh;10YR 2/2;0;C0;h7;Wf3, Wg1
612;4;46;158;"II; Gor";fS;10YR 5/3;0;C0;h2;Wf1
612;5;158;201;"II; Gr";fS;5Y 5/1;0;C0;h0;
614;1;0;13;"I; hHv";Hh;10YR 2/2;0;C0;h7;
614;2;13;20;"I; hHa-hHv";Hh;2.5YR 2.5/3;0;C0;h7;
614;3;20;50;"I; hHw";Hh;10YR 2/1;0;C0;h7;
614;4;50;70;"I; hHr";Hh;7.5YR 3/2;0;C0;h7;
614;5;70;100;"II; uHv";Hu;7.5YR 3/3;0;C0;h7;
614;6;100;201;"III; nHr";Hn;2.5Y 3/2;0;C0;h7;
615;1;0;26;"I; tbGo-Ah";Tu4;7.5YR 3/2;0;C0;h4;
615;2;26;48;"I; tbGo";Tu3;2.5Y 4/1;0;C0;h1;
615;3;48;100;"I; tbeGro";Tu3;2.5Y 5/1;0;C3.4;h1;
615;4;100;201;"I; tbeGr";Tu4;GLEY1 4/N;0;C3.4;h1;
617;1;0;34;"I; rAp";fS;10YR 2/1;1;C0;h3;
617;2;34;50;"I; Bhs";fS;5YR 3/4;20;C0;h2;
617;3;50;70;"II; Bv-ilCv";fS;2.5Y 7/8;2;C0;h1;
617;4;70;120;"II; rGo-ilCv";fS;2.5Y 7/4;0;C0;h0;
617;5;120;190;"II; Go";NA;2.5Y 7/2;0;C0;h0;
617;6;190;201;"II; Gr";NA;2.5Y 6/2;0;C0;h0;
618;1;0;20;"I; nHv";Hn;10YR 3/1;0;C0;h7;
618;2;20;50;"I; nHw";Hn;10YR 2/1;0;C0;h7;
618;3;50;201;"I; nHw-nHr";Hn;10YR 3/4;0;C0;h7;
619;1;0;34;"I; Ap";Su2;10YR 3/1;3;C0;h3;Wf3
619;2;34;53;"I; Ahe-Bh-Sw";Su2;10YR 4/2;4;C0;h2;Wf2
619;3;53;110;"I; Go-Sw";Ls4;2.5Y 5/4;10;C0;h1;Wf1
619;4;110;200;"II; Go-Sd";Ls3;2.5Y 6/3;20;C0;h0;
620;1;0;32;"I; Ap";Su2;10YR 3/1;4;C0;h3;Wf2, Wg3
620;2;32;60;"I; Bhsv";Su2;7.5YR 4/3;4;C0;h2;Wf2
620;3;60;100;"II; Sw";mSfs;10YR 6/4;6;C0;h0;
620;4;100;140;"II; Sdw";Sl2;2.5Y 6/2;3;C0;h0;
622;1;0;33;"I; Ap";Sl3;10R 3/2;3;C0;h3;Wf3
622;2;33;88;"I; Sw";Sl2;2.5Y 6/2;3;C0;h0;Wf1
622;3;88;200;"II; Swd";Ls4;5Y 5/2;1;C0;h0;
624;1;0;37;"I; Ap";fS;10YR 2/2;5;C0;h3;Wf5
624;2;37;47;"I; Bsh";fS;5YR 4/4;1;C0;h2;Wf2
624;3;47;72;"II; Go-Bhs";fS;10YR 6/6;0;C0;h0;Wf1
624;4;72;150;"II; Go";fS;2.5Y 7/3;0;C0;h0;
624;5;150;200;"II; Gr";fS;2.5Y 6/4;0;C0;h0;
625;1;0;31;"I; Ap";Su2;10YR 2/2;4;C0;h4;
625;2;31;40;"I; rAp";Su2;10YR 4/4;4;C0;h2;
625;3;40;67;"I; Al-Sw";Sl3;10YR 6/4;3;C0;h0;
625;4;67;140;"II; Bt-Sd";Lu;5YR 5/8;2;C0;h0;
625;5;140;195;"II; Go1";Ls3;2.5Y 7/3;2;C0;h0;
625;6;195;200;"II; Go2";Sl3;5YR 4/6;2;C0;h0;
626;1;0;27;"I; Ap";mSfs;7.5YR 3/2;1;C0;h3;
626;2;27;38;"I; E";mSfs;7.5YR 3/2;1;C0;h3;
626;3;38;60;"II; Bhv";mSfs;7.5YR 4/6;1;C0;h2;
626;4;60;85;"II; Bv1";mSfs;10YR 5/6;8;C0;h0;
626;5;85;98;"II; Bv2";mSfs;10YR 6/6;1;C0;h0;
626;6;98;160;"III; Bv";Us;10YR 6/8;0;C0;h0;
626;7;160;200;"III; Sg-lCv";Us;10YR 7/4;0;C0;h0;
629;1;0;30;"I; nHv";Hn;10YR 2/1;0;C0;h7;
629;2;30;70;"I; nHw1";Hn;10YR 3/2;0;C0;h7;
629;3;70;90;"I; nHw2";Hn;10YR 3/1;0;C0;h7;
629;4;90;200;"I; nHr";Hn;10YR 3/2;0;C0;h7;
630;1;0;12;"I; jtpAh";Lu;10YR 3/2;2;C0;h3;Wf5, Wg2
630;2;12;52;"I; jtpGo";Lu;2.5Y 4/2;4;C0;h2;Wf4, Wg2
630;3;52;120;"I; jtpGr";Tu2;5Y 5/1;4;C0;h2;Wf2, Wg2
630;4;120;200;"II; tpGr";Tu4;GLEY1 4/5GY;0;C0;h3;
631;1;0;7;"I; aAh";mSfs;10YR 3/2;0;C0;h3;Wf6
631;2;7;30;"I; arAp";mSfs;10YR 4/3;0;C0;h2;Wf4
631;3;30;71;"I; aM";mSfs;10YR 7/4;0;C0;h1;Wf1
631;4;71;81;"I; aGo";mSfs;2.5YR 5/4;0;C0;h0;
631;5;81;201;"II; aGr";Tu2;GLEY1 4/10GY;0;C0;h2;
634;1;0;40;"I; Ap";mSgs;10YR 3/3;2;C0;h3;Wf4
634;2;40;53;"I; Bv1";gS;10YR 5/6;1;C0;h0;Wf1
634;3;53;68;"I; Bv2";mSgs;10YR 5/8;1;C0;h0;
634;4;68;80;"II; Bbs";mSgs;10YR 6/6;1;C0;h0;
634;5;80;110;"II; ilCv1";fS;10YR 7/4;1;C0;h0;
634;6;110;201;"II; ilCv2";gS;10YR 6/4;1;C0;h0;
635;1;0;40;"I; Ap";mSfs;5Y 2.5/1;1;C0;h3;Wf3
635;2;40;54;"I; Bhs";mSfs;7.5YR 5/3;1;C0;h1;Wf1
635;3;54;140;"I; Bs+rGo";mSfs;2.5Y 7/2;---;C0;h0;
635;4;140;170;"I; Go";mSfs;2.5Y 7/3;---;C0;h0;
635;5;170;201;"I; Gr";mSfs;5Y 7/2;---;C0;h0;
637;1;0;30;"I; Ap";Sl2;10YR 3/3;4;C1;h3;Wf3
637;2;30;54;"I; Al";Sl2;10YR 3/3;4;C0;h0;Wf2
637;3;54;73;"I; Bt+Al-Sw";Sl2;10YR 4/4;3;C0;h0;Wf1
637;4;73;96;"II; Bt-Sd1";Sl4;10YR 5/4;20;C0;h0;
637;5;96;201;"II; Bt-Sd2";Ls3;7.5YR 4/6;10;C0;h0;
638;1;0;33;"I; Ap";Sl2;10YR 3/3;2;C0;h3;Wf3
638;2;33;68;"I; Bt+Swd";Ls4;10YR 4/4;2;C0;h0;Wf2
638;3;68;190;"II; Sd+Sw";Su3;2.5Y 6/3;0;C0;h0;
638;4;190;200;"II; ilC";fS;2.5Y 7/3;0;C0;h0;
639;1;0;33;"I; Go-Ap";fSms;10YR 3/2;0;C0;h3;Wf4
639;2;33;50;"I; Go";fSms;10YR 6/3;0;C0;h0;Wf0
639;3;50;70;"I; Gor";fSms;2.5Y 5/2;0;C0;h0;Wf0
639;4;70;201;"I; Gr";fSms;5Y 5/2;0;C0;h0;Wf0
641;1;0;38;"I; Ap";mSfs;7.5YR 3/2;3;C0;h3;Wf4
641;2;38;50;"I; Bhs";mSfs;5YR 4/3;3;C0;h1;Wf2
641;3;50;70;"I; ilCv";mSfs;10YR 6/4;1;C0;h0;
641;4;70;201;"II; ilC";mSfs;10YR 6/6;1;C0;h0;
642;1;0;26;"I; rGo-Aa";St2;10YR 2/1;0;C0;h6;Wf5
642;2;26;38;"I; Gro";St2;2.5Y 4/2;0;C0;h2;Wf2
642;3;38;50;"I; Gor";Sl2;5Y 5/2;0;C0;h1;Wf1
642;4;50;70;"I; Gr1";mSfs;GLEY1 5/10Y;0;C0;h0;
642;5;70;201;"I; Gr2";mSfs;5Y 5/1;0;C0;h0;
645;1;0;28;"I; Sdw-rAp";Slu;10YR 3/2;1;C0;h3;Wf5
645;2;28;38;"I; Sdw-Bv";Slu;10YR 4/3;1;C0;h1;Wf3
645;3;38;67;"I; Sdw";Slu;10YR 4/4;1;C0;h1;Wf1
645;4;67;130;"II; Sd";Tl;10YR 5/2;0;C0;h0;Wf0
645;5;130;201;"II; eSd-lCv";Ts4;GLEY1 5/10Y;---;C3;h0;
647;1;0;30;"I; Ap";Sl2;10YR 3/3;4;C0;h3;Wf4
647;2;30;50;"I; Bv";Sl2;10YR 5/4;5;C0;h0;Wf2
647;3;50;67;"I; Sw-Cv";Sl2;2.5YR 6/3;3;C0;h0;Wf1
647;4;67;120;"I; Swd";Sl4;10YR 5/4;3;C0;h0;Wf0
647;5;120;150;"II; Sd";Lt3;10YR 5/3;1;C0;h0;
647;6;150;201;"II; elC";Lt3;10YR 5/3;1;C3.3;h0;
649;1;0;30;"I; Ap";Sl3;10YR 3/3;3;C0;h3;Wf3
649;2;30;70;"I; Sw-rGo";Sl2;10YR 5/6;3;C0;h0;Wf1
649;3;70;96;"II; Gro-Sd";Su3;10YR 6/3;0;C0;h0;Wf1
649;4;96;150;"III; Gor";Sl4;10YR 6/4;10;C0;h0;
649;5;150;200;"IV; Gr";Sl3;10YR 6/4;0;C0;h0;
656;1;0;33;"I; Ap";Ls3;10YR 4/3;4;C0;h3;Wf4
656;2;33;155;"I; Bt-Swd";Lts;10YR 6/6;4;C0;h0;Wf2
656;3;155;200;"II; elCv";Ls2;2.5Y 5/4;---;C4;h0;
658;1;0;30;"I; Ap";Ls3;10YR 3/4;4;C2;h3;Wf3
658;2;30;51;"I; Bv+lCv";Ls4;10YR 4/6;4;C1;h0;Wf2
658;3;51;130;"II; elCv1";Su3;10YR 5/6;11;C3;h0;Wf1
658;4;130;160;"II; elCv2";Su4;10YR 6/4;---;C3;h0;Wf0
659;1;0;30;"I; Ap";Su2;10YR 3/3;4;C0;h3;Wf3
659;2;30;47;"I; Ael";Su2;10YR 6/4;4;C0;h1;Wf2
659;3;47;73;"I; Ael-Bt";Sl2;7.5YR 4/4;2;C0;h0;Wf2
659;4;73;102;"I; ilCv-Bt";Sl2;7.5YR 4/6;2;C0;h0;Wf1
659;5;102;152;"I; ilCv";mSfs;10YR 6/4;2;C0;h0;
659;6;152;201;"I; elCv";Su4;10YR 6/4;0;C3.3;h0;
660;1;0;33;"I; jAp";Su4;10YR 3/3;1;C0;h3;Wf3
660;2;33;43;"I; jilCv";mSfs;10YR 6/3;0;C0;h1;Wf0
660;3;43;71;"I; Sg-jilCv";Su2;10YR 4/1;0;C0;h1;Wf0
660;4;71;88;"I; jilCv-Go";Su3;5Y 5/2;0;C0;h0;Wf0
660;5;88;100;"II; fAh°Go";Sl4;10YR 3/1;0;C0;h0;Wf0
660;6;100;125;"II; Gor";Ls4;5Y 5/2;0;C0;h0;Wf0
660;7;125;183;"III; Gr";Tu4;5Y 5/2;0;C0;h0;Wf0
661;1;0;30;"I; Ap";Sl2;10YR 3/3;3;C0;h3;Wf3
661;2;30;50;"I; M1";Sl2;10YR 3/3;3;C0;h3;Wf3
661;3;50;70;"I; M2";Sl2;10YR 4/3;3;C0;h2;Wf2
661;4;70;140;"I; M3";Sl2;10YR 3/3;3;C0;h3;Wf2
661;5;140;180;"I; M4";Sl3;10YR 3/1;3;C0;h3;
661;6;180;201;"I; M5";Sl2;10YR 3/3;3;C0;h2;
662;1;0;30;"I; Acxp";Ls4;10YR 3/3;4;C2;h3;Wf4
662;2;30;46;"II; elCc-Acxh";Ls4;10YR 3/3;4;C3.3;h2;Wf3
662;3;46;73;"II; elCc";Ls4;10YR 5/4;4;C3.4;h1;Wf2
662;4;73;201;"II; elC";Ls4;10YR 5/4;4;C3.4;h0;Wf1
663;1;0;23;"I; Ap";Ls4;10YR 3/3;4;C0;h4;Wf3
663;2;23;46;"I; Bvt";Lt2;10YR 5/6;15;C0;h0;Wf2
663;3;46;56;"I; Bv+Bbt";Lt2;10YR 3/6;7;C0;h0;Wf2
663;4;56;70;"II; eSw-lCv1";fSms;10YR 6/4;7;C3.3;h0;Wf1
663;5;70;105;"II; eSw-lCv2";fSms;2.5Y 6/4;2;C3.3;h0;Wf0
663;6;105;170;"III; eSd-lCc";Su4;2.5Y 5/6;0;C3.4;h0;Wf0
664;1;0;40;"I; Ap";Sl3;10YR 4/4;3;C0;h3;Wf2
664;2;40;60;"I; Bt+Al";Su3;10YR 5/4;3;C0;h0;Wf1
664;3;60;155;"II; Bt";Ls3;10YR 4/6;2;C0;h0;Wf1
664;4;155;160;"II; elC";Ls3;10YR 6/3;1;C3;h0;
667;1;0;18;"I; jAh-nHv";Ut3;7.5YR 3/1;0;C0;h4;W5
667;2;18;38;"II; nHv";Hn;7.5YR 2.5/2;0;C0;h7;W5
667;3;38;70;"II; nHw";Hn;2.5YR 3/3;0;C0;h7;W0
667;4;70;200;"II; nHr";Hn;7.5YR 2.5/2;0;C0;h7;W0
668;1;0;24;"I; rAp";Sl2;10YR 2/1;1;C0;h4;Wf4
668;2;24;48;"I; Ae";fS;10YR 6/2;0;C0;h1;Wf2
668;3;48;68;"I; rGo-Bsh";fS;7.5YR 5/4;1;C0;h1;
668;4;68;145;"II; Go";fS;2.5Y 6/2;2;C0;h0;
668;5;145;200;"II; Gr";fSms;10Y 5/2;2;C0;h0;
669;1;0;13;"I; jSw-Ah";Sl3;10YR 3/2;3;C0;h4;
669;2;13;30;"I; jSw1";Sl3;10YR 4/2;3;C0;h1;
669;3;30;50;"I; jSw2";Su2;2.5Y 6/4;3;C0;h0;
669;4;50;70;"II; Sw-Go";fSms;2.5Y 6/3;3;C0;h0;
669;5;70;100;"II; Sd-Gor";Ls4;5Y 5/2;3;C0;h0;
669;6;100;201;"III; Gr";Sl2;GLEY1 3/10Y;3;C0;h0;
670;1;0;30;"I; R-rAp";fS;2.5Y 3/1;1;C0;h4;Wf5
670;2;30;43;"I; Ae-R";fS;2.5Y 3/1;0;C0;h4;Wf4
670;3;43;110;"I; Go";fS;10YR 6/6;0;C0;h0;Wf0
670;4;110;201;"I; Gr";fS;2.5Y 6/4;0;C0;h0;
673;1;0;30;"I; nHv°Ap";Sl2;10YR 3/1;1;C0;h5;Wf2
673;2;30;40;"I; rnHv";Hn;10YR 2/1;0;C0;h7;Wf3
673;3;40;48;"I; Ae+Bs-rGo";Sl2;5YR 3/2;0;C0;h4;Wf1
673;4;48;60;"II; rGo";Sl2;5YR 3/2;0;C0;h2;Wf1
673;5;60;70;"III; fFh";Fmu;7.5YR 3/4;0;C0;h6;Wf1
673;6;70;110;"IV; Gor";Sl2;10YR 5/4;0;C0;h1;Wf1
673;7;110;200;"IV; Gr";fSms;2.5Y 5/3;1;C0;h0;
677;1;0;26;"I; rAp";Su2;10YR 2/2;3;C0;h4;
677;2;26;36;"I; Bhv";Su2;10YR 3/2;3;C0;h2;
677;3;36;50;"I; Bv";Su2;10YR 5/6;3;C0;h1;
677;4;50;80;"II; Bv-Cv";fSms;10YR 6/6;1;C0;h0;
677;5;80;201;"III; Sw-Bv-Cv";fSms;10YR 6/6;1;C0;h0;
678;1;0;10;"I; hHv1";Hh;10YR 2/1;0;C0;h7;
678;2;10;22;"I; hHv2";Hh;10YR 3/3;0;C0;h7;
678;3;22;73;"II; nHv";Hn;10YR 2/1;0;C0;h7;
678;4;73;100;"III; Gor";mSfs;10YR 4/4;0;C0;h1;
678;5;100;200;"III; Gr";mSfs;10YR 5/4;0;C0;h0;
680;1;0;14;"I; nHv1";Hn;10YR 2/1;0;C0;h7;
680;2;14;23;"I; nHv2";Hn;10YR 2/2;0;C0;h7;
680;3;23;40;"I; nHv3";Hn;10YR 2/1;0;C0;h7;
680;4;40;58;"I; nHt";Hn;7.5YR 2.5/1;0;C0;h7;
680;5;58;85;"II; fF°Go";mSfs;10YR 5/3;0;C0;h4;
680;6;85;110;"II; fF°Gor";mSfs;5YR 4/2;0;C0;h4;
681;1;0;14;"I; jM+jAh";Su2;10YR 3/2;3;C0;h3;Wf6
681;2;14;33;"II; rAap";fSms;10YR 3/1;1;C0;h6;Wf2
681;3;33;50;"II; sSew";fSms;10YR 6/3;2;C0;h1;Wf1
681;4;50;74;"II; sSw-Go";fSms;10YR 4/4;0;C0;h1;Wf1
681;5;74;135;"II; sSd-Gkso";Su2;7.5YR 3/4;0;C0;h1;Wf1
681;6;135;160;"III; Sd";Sl3;5Y 5/3;3;C0;h0;Wf0
683;1;0;30;"I; Ap";Su2;10YR 2/1;2;C0;h4;Wf4, Wg2
683;2;30;52;"I; Ahe-Bh";Su2;7.5YR 2.5/3;2;C0;h2;Wf2, Wg0
683;3;52;68;"I; Bms";Su2;5YR 3/4;2;C0;h1;Wf1, Wg0
683;4;68;110;"II; Sdw";Sl3;2.5Y 6/3;4;C0;h0;Wf0, Wg0
